Timestamp,Average_OAT,Humidity,UV_Index,Average_Rainfall
2021/9/24 0:00,28.9395,80.38453333,0,1
2021/9/24 0:15,29.012,80.30786667,0,1
2021/9/24 0:30,28.94283333,80.76453333,0,1
2021/9/24 0:45,28.9245,82.22786667,0,0
2021/9/24 1:00,28.1795,89.2313,0,0
2021/9/24 1:15,28.35033333,86.59463333,0,0
2021/9/24 1:30,28.21616667,84.48456667,0,0
2021/9/24 1:45,28.30533333,83.57786667,0,1.5
2021/9/24 2:00,28.552,83.90453333,0,1.5
2021/9/24 2:15,28.717,82.06453333,0,1.5
2021/9/24 2:30,28.8395,81.83786667,0,1.5
2021/9/24 2:45,28.882,82.0812,0,0
2021/9/24 3:00,28.92033333,81.9412,0,0
2021/9/24 3:15,28.897,81.31453333,0,0
2021/9/24 3:30,28.86116667,81.62786667,0,0
2021/9/24 3:45,28.90283333,81.35453333,0,0
2021/9/24 4:00,28.897,81.24786667,0,0
2021/9/24 4:15,28.54116667,83.29786667,0,0
2021/9/24 4:30,28.3895,83.5512,0,0
2021/9/24 4:45,28.64616667,82.3412,0,0
2021/9/24 5:00,28.7645,78.42113333,0,0
2021/9/24 5:15,28.69783333,78.1412,0,0
2021/9/24 5:30,28.80116667,78.51786667,0,0
2021/9/24 5:45,28.92533333,78.22786667,0,0
2021/9/24 6:00,28.92283333,79.14786667,0,0
2021/9/24 6:15,28.94366667,80.23453333,0,0
2021/9/24 6:30,28.98866667,80.2512,0,0
2021/9/24 6:45,29.05866667,79.4912,0,0
2021/9/24 7:00,29.18866667,79.02786667,0,0
2021/9/24 7:15,29.24116667,76.86776667,0,0
2021/9/24 7:30,29.30283333,75.90776667,0,0
2021/9/24 7:45,29.3895,74.27776667,0,0
2021/9/24 8:00,29.44283333,74.88776667,0,0
2021/9/24 8:15,29.80116667,72.7011,0.3,0
2021/9/24 8:30,30.1395,72.93443333,0.3,0
2021/9/24 8:45,29.9845,73.6211,0.3,0
2021/9/24 9:00,30.202,72.53443333,0.3,0
2021/9/24 9:15,30.72783333,71.8011,2,0
2021/9/24 9:30,30.692,73.46443333,2,0
2021/9/24 9:45,29.21118333,81.5979,2,0
2021/9/24 10:00,27.55208333,85.77126667,2,0
2021/9/24 10:15,28.97366667,80.51453333,3,0
2021/9/24 10:30,29.51783333,78.4712,3,0
2021/9/24 10:45,29.8095,77.4245,3,2.5
2021/9/24 11:00,30.30866667,75.04443333,3,2.5
2021/9/24 11:15,30.97116667,73.0911,5,2.5
2021/9/24 11:30,31.13866667,73.31776667,5,2.5
2021/9/24 11:45,30.74366667,73.8011,5,0
2021/9/24 12:00,30.91116667,72.98776667,5,0
2021/9/24 12:15,30.68033333,73.8011,8,0
2021/9/24 12:30,31.00616667,72.11776667,8,0
2021/9/24 12:45,31.34616667,71.23443333,8,0
2021/9/24 13:00,30.84283333,72.30776667,8,0
2021/9/24 13:15,30.98866667,74.10113333,8,0
2021/9/24 13:30,31.05616667,71.80443333,8,0
2021/9/24 13:45,31.46283333,70.7611,8,0
2021/9/24 14:00,31.08616667,71.18776667,8,0
2021/9/24 14:15,30.8695,72.09776667,6,0
2021/9/24 14:30,30.857,73.4211,6,0
2021/9/24 14:45,30.77783333,69.92773333,6,0
2021/9/24 15:00,30.88033333,68.78433333,6,0
2021/9/24 15:15,30.67283333,68.9977,4,0
2021/9/24 15:30,30.957,67.12766667,4,0
2021/9/24 15:45,30.98116667,66.53766667,4,0
2021/9/24 16:00,30.8895,66.46766667,4,0
2021/9/24 16:15,30.93866667,66.86433333,3,0
2021/9/24 16:30,31.117,68.14103333,3,0
2021/9/24 16:45,30.93783333,70.14443333,3,0
2021/9/24 17:00,30.79033333,71.48106667,3,0
2021/9/24 17:15,30.57783333,71.86443333,1,0
2021/9/24 17:30,30.19616667,74.01443333,1,0
2021/9/24 17:45,29.86033333,76.15443333,1,0
2021/9/24 18:00,29.48866667,78.9912,1,0
2021/9/24 18:15,29.39116667,79.68786667,0.2,0
2021/9/24 18:30,29.392,79.65453333,0.2,0
2021/9/24 18:45,29.48783333,79.26786667,0.2,0
