Timestamp,Data
2021-07-01 00:00:00,6.721933333333333
2021-07-01 00:15:00,6.775273333333334
2021-07-01 00:30:00,6.7886066666666665
2021-07-01 00:45:00,10.542256666666667
2021-07-01 01:00:00,6.63526
2021-07-01 01:15:00,6.8219433333333335
2021-07-01 01:30:00,6.808606666666667
2021-07-01 01:45:00,9.095466666666667
2021-07-01 02:00:00,8.455403333333333
2021-07-01 02:15:00,6.721936666666667
2021-07-01 02:30:00,10.42223
2021-07-01 02:45:00,7.555336666666666
2021-07-01 03:00:00,6.6752666666666665
2021-07-01 03:15:00,8.948796666666667
2021-07-01 03:30:00,10.11556
2021-07-01 03:45:00,6.788609999999999
2021-07-01 04:00:00,6.881946666666667
2021-07-01 04:15:00,9.102110000000001
2021-07-01 04:30:00,9.762179999999999
2021-07-01 04:45:00,6.7886066666666665
2021-07-01 05:00:00,6.8219433333333335
2021-07-01 05:15:00,10.868929999999999
2021-07-01 05:30:00,6.488583333333334
2021-07-01 05:45:00,7.982026666666667
2021-07-01 06:00:00,11.022260000000001
2021-07-01 06:15:00,7.081963333333333
2021-07-01 06:30:00,6.775276666666667
2021-07-01 06:45:00,6.808609999999999
2021-07-01 07:00:00,6.801943333333334
2021-07-01 07:15:00,6.715266666666667
2021-07-01 07:30:00,9.708829999999999
2021-07-01 07:45:00,10.842273333333333
2021-07-01 08:00:00,8.122046666666668
2021-07-01 08:15:00,7.46866
2021-07-01 08:30:00,7.722013333333334
2021-07-01 08:45:00,6.761936666666666
2021-07-01 09:00:00,6.795273333333333
2021-07-01 09:15:00,6.755269999999999
2021-07-01 09:30:00,6.8219433333333335
2021-07-01 09:45:00,7.4086533333333335
2021-07-01 10:00:00,6.921953333333334
2021-07-01 10:15:00,6.47525
2021-07-01 10:30:00,7.30198
2021-07-01 10:45:00,6.668596666666667
2021-07-01 11:00:00,6.355239999999999
2021-07-01 11:15:00,7.85536
2021-07-01 11:30:00,6.468579999999999
2021-07-01 11:45:00,7.642006666666667
2021-07-01 12:00:00,6.515249999999999
2021-07-01 12:15:00,7.828693333333334
2021-07-01 12:30:00,6.575256666666667
2021-07-01 12:45:00,7.74868
2021-07-01 13:00:00,6.608593333333334
2021-07-01 13:15:00,7.748683333333333
2021-07-01 13:30:00,6.4952499999999995
2021-07-01 13:45:00,7.728683333333334
2021-07-01 14:00:00,6.375243333333334
2021-07-01 14:15:00,7.59534
2021-07-01 14:30:00,6.68193
2021-07-01 14:45:00,6.575256666666667
2021-07-01 15:00:00,7.508663333333334
2021-07-01 15:15:00,6.601923333333333
2021-07-01 15:30:00,6.56192
2021-07-01 15:45:00,6.408576666666666
2021-07-01 16:00:00,6.6019266666666665
2021-07-01 16:15:00,6.655263333333333
2021-07-01 16:30:00,6.321906666666667
2021-07-01 16:45:00,7.0019566666666675
